course_name,catalog_num,topic,course_number
Academic Writing,WRITING 101,DISNEY'S HAPPILY EVER AFTER,4620
Academic Writing,WRITING 101,IT'S A BUG'S WORLD,4621
Academic Writing,WRITING 101,IT'S A BUG'S WORLD,4622
Academic Writing,WRITING 101,COMING OF AGE & HAPPINESS,4623
Academic Writing,WRITING 101,COMING OF AGE & HAPPINESS,4624
Academic Writing,WRITING 101,COMING OF AGE & HAPPINESS,4625
Academic Writing,WRITING 101,LAST NIGHT A DJ SAVED MY LIFE,4626
Academic Writing,WRITING 101,LAST NIGHT A DJ SAVED MY LIFE,4627
Academic Writing,WRITING 101,LAST NIGHT A DJ SAVED MY LIFE,4628
Academic Writing,WRITING 101,BOOK. ART. OBJECT.,4629
Academic Writing,WRITING 101,BOOK. ART. OBJECT.,4630
Academic Writing,WRITING 101,BACKSTAGE SCIENCE,4631
Academic Writing,WRITING 101,BACKSTAGE SCIENCE,4632
Academic Writing,WRITING 101,THE LABOR OF SPORT,4633
Academic Writing,WRITING 101,THE LABOR OF SPORT,4634
Academic Writing,WRITING 101,POST-APOCALYPTIC FICTION,4635
Academic Writing,WRITING 101,POST-APOCALYPTIC FICTION,4636
Academic Writing,WRITING 101,FATAL ASSISTANCE,4637
Academic Writing,WRITING 101,FATAL ASSISTANCE,4638
Academic Writing,WRITING 101,CRIMINOLOGY-FEMINISM ACTIVISM,4639
Academic Writing,WRITING 101,ASIAN AMERICAN NARRATIVES,4640
Academic Writing,WRITING 101,ASIAN AMERICAN NARRATIVES,4641
Academic Writing,WRITING 101,LIBERATION ECOLOGIES,4642
Academic Writing,WRITING 101,LIBERATION ECOLOGIES,4643
Academic Writing,WRITING 101,LATINX LIT AND CULTURE,4644
Academic Writing,WRITING 101,LATINX LIT AND CULTURE,4645
Academic Writing,WRITING 101,LATINX LIT AND CULTURE,4646
Academic Writing,WRITING 101,DOC TALES:MED NARRS IN HISTORY,4647
Academic Writing,WRITING 101,DOC TALES:MED NARRS IN HISTORY,4648
Academic Writing,WRITING 101,PRIMATE PLAY AND GROWING UP,4649
Academic Writing,WRITING 101,PREVENTING PANDEMICS,4650
Academic Writing,WRITING 101,PREVENTING PANDEMICS,4651
Academic Writing,WRITING 101,PREVENTING PANDEMICS,4652
Academic Writing,WRITING 101,ARCHAEOLOGY OF DURHAM,4654
Academic Writing,WRITING 101,ARCHAEOLOGY OF DURHAM,4655
Academic Writing,WRITING 101,PRIMATE PLAY AND GROWING UP,4656
Academic Writing,WRITING 101,DOC TALES:MED NARRS IN HISTORY,4657
Academic Writing,WRITING 101,"ART, PERFORMANCE, & DISABILITY",4658
Academic Writing,WRITING 101,"ART, PERFORMANCE, & DISABILITY",4659
Academic Writing,WRITING 101,THE ETHICS OF ART,4660
Academic Writing,WRITING 101,THE ETHICS OF ART,4661
Academic Writing,WRITING 101,DOLLY PARTON FOR PRESIDENT?,4662
Academic Writing,WRITING 101,DOLLY PARTON FOR PRESIDENT?,4663
Academic Writing,WRITING 101,DOLLY PARTON FOR PRESIDENT?,4664
not found,NA,NA,4665
not found,NA,NA,4666
Academic Writing,WRITING 101,BIOPHILIC CITIES,4667
Academic Writing,WRITING 101,BIOPHILIC CITIES,4668
Academic Writing,WRITING 101,WRITING ON MOVEMENT,4669
Academic Writing,WRITING 101,HOW DOES LANGUAGE MEAN?,4670
Academic Writing,WRITING 101,FREAK SHOW IN LIT & CULTURE,4671
Academic Writing,WRITING 101,ASIAN AMERICAN NARRATIVES,10631
"Literacy, Writing, Tutoring",WRITING 255S,-,4673
Reflective Writing and the Internship/Work Experience,WRITING 271,-,4138
Reflective Writing and the Internship/Work Experience,WRITING 271,-,4139
Reflective Writing and the Internship/Work Experience,WRITING 271,-,4140
Reflective Writing and the Internship/Work Experience,WRITING 271,-,10193
Cyber Connections: Communication in the Digital Age,WRITING 275S,WRITING IN CLIMATE CRISIS,4676
Public Speaking: Policy Advocacy and Communication,WRITING 384,-,4614
Public Speaking: Policy Advocacy and Communication,WRITING 384,-,4615
Advanced Special Topics: Writing in the Disciplines,WRITING 390S,"RACE, DISABILITY, & ETHICS",4675
First-Year Seminar,PUBPOL 89S,EDUCATION AS LIBERATION,6927
First-Year Seminar,PUBPOL 89S,PRIVACY U,7281
"Information, Society & Culture: Bass Connections Gateway",PUBPOL 110,-,7421
"Human Rights: Back to the Future, looking at roots and current reality of human rights",PUBPOL 115FS,-,4199
History of the Present,PUBPOL 123,-,7021
Introduction to Policy Analysis,PUBPOL 155D,-,7820
Introduction to Policy Analysis,PUBPOL 155D,-,7821
Introduction to Policy Analysis,PUBPOL 155D,-,7822
Introduction to Policy Analysis,PUBPOL 155D,-,7823
Introduction to Policy Analysis,PUBPOL 155D,-,7824
Introduction to Policy Analysis,PUBPOL 155D,-,7825
Introduction to Policy Analysis,PUBPOL 155D,-,7826
Introduction to Policy Analysis,PUBPOL 155D,-,7827
Introduction to Policy Analysis,PUBPOL 155D,-,7828
Introduction to Policy Analysis,PUBPOL 155D,-,7829
Introduction to Policy Analysis,PUBPOL 155D,-,7830
Intro to the History of Modern Warfare,PUBPOL 160,-,6996
Introduction to the United States Health Care System,PUBPOL 165,-,7909
"Introduction to Security, Peace and Conflict",PUBPOL 166D,-,6398
"Introduction to Security, Peace and Conflict",PUBPOL 166D,-,6399
"Introduction to Security, Peace and Conflict",PUBPOL 166D,-,6400
"Introduction to Security, Peace and Conflict",PUBPOL 166D,-,6401
"Introduction to Security, Peace and Conflict",PUBPOL 166D,-,6402
"Introduction to Security, Peace and Conflict",PUBPOL 166D,-,10749
The Documentary Experience: A Video Approach,PUBPOL 170S,-,6637
Human Rights and World Politics,PUBPOL 181FS,-,7287
Drugs and the Law,PUBPOL 185FS,-,4985
Ethical Implications of Genetic and Genomic Research,PUBPOL 186FS,-,4683
Globalization and Corporate Citizenship,PUBPOL 187FS,-,7295
Lessons from evidence based policy making in COVID,PUBPOL 188FS,-,8017
Focus Program Introductory Special Topics in Public Policy,PUBPOL 190FS,"9/11, ISLAM, & MOD MIDDLE EAST",7948
Focus Program Introductory Special Topics in Public Policy,PUBPOL 190FS,ENV JUSTICE & MOVEMENTS,7282
Patient and Research Participant Activism and Advocacy,PUBPOL 196FS,-,8123
"Risks, Rewards, Rules, and Tools: Science Law and Policy",PUBPOL 199FS,-,8127
Introduction to Engaged Citizenship and Social Change (Gateway Course),PUBPOL 203,-,7314
Development and Africa,PUBPOL 207,-,7320
Documentary and Policy: How Documentary Influences Policy,PUBPOL 228S,-,6672
Child Policy Research,PUBPOL 242S,-,4327
"Children, Schools, and Society",PUBPOL 243S,-,6929
"Law, Ethics & Responsibility",PUBPOL 250FS,-,4377
Amazon.com and the Cybereconomy,PUBPOL 252,-,4205
Social Innovation,PUBPOL 256,-,5459
Social Innovation,PUBPOL 256,-,5460
Shakespeare & Financial Markets: Why This Time is Never Different,PUBPOL 257S,-,6124
Women as Leaders,PUBPOL 259S,-,7855
The US Intelligence Enterprise,PUBPOL 269S,-,8009
"Lead the Way Durham: Civic Engagement, Social Innovation, and Community Leadership in the Bull City",PUBPOL 270S,-,9755
Overlooked Children: Topics of Equity and Access in Gifted Education,PUBPOL 272S,-,6951
Marine Policy,PUBPOL 281A,-,9537
"Denial, Faith, Reason: Sustainability and Survival",PUBPOL 284,-,7976
Comparative Urban Politics and Policymaking,PUBPOL 285S,-,6459
International Trade,PUBPOL 288,-,6016
Selected Public Policy Topics,PUBPOL 290,RELIGION & PUB-POLICY IN US,7858
Selected Public Policy Topics,PUBPOL 290,"ENVIRONMENT IN LIT, LAW, & SCI",8198
Selected Public Policy Topics,PUBPOL 290,DEVELOPMENTAL STATE S. AFRICA,10105
Selected Public Policy Topics,PUBPOL 290S,INNOVATING FOR SOCIAL IMPACT,7859
Selected Public Policy Topics,PUBPOL 290S,"RACE, DISABILITY, & ETHICS",8201
Selected Public Policy Topics,PUBPOL 290S,CLIMATE POLITICS IN THE US,9822
Selected Public Policy Topics,PUBPOL 290S,THE ART OF PROFILE WRITING,5768
Selected Public Policy Topics,PUBPOL 290S,THE MEDIA AND LGBTQ AMERICANS,5769
Selected Topics in Public Policy,PUBPOL 290S-1,PLAYS THAT CHANGE THE WORLD,8206
Political Analysis for Public Policy-Making,PUBPOL 301,-,7839
Political Analysis for Public Policy-Making,PUBPOL 301,-,7840
Political Analysis for Public Policy-Making,PUBPOL 301,-,7841
Political Analysis for Public Policy-Making,PUBPOL 301,-,7842
not found,NA,NA,7843
Political Analysis for Public Policy-Making,PUBPOL 301,-,7844
Political Analysis for Public Policy-Making,PUBPOL 301,-,7845
Political Analysis for Public Policy-Making,PUBPOL 301,-,7846
Policy Choice as Value Conflict,PUBPOL 302D,-,7847
Policy Choice as Value Conflict,PUBPOL 302D,-,7848
Policy Choice as Value Conflict,PUBPOL 302D,-,7849
Policy Choice as Value Conflict,PUBPOL 302D,-,7850
Policy Choice as Value Conflict,PUBPOL 302D,-,7851
Policy Choice as Value Conflict,PUBPOL 302D,-,7852
Policy Choice as Value Conflict,PUBPOL 302D,-,7853
Policy Choice as Value Conflict,PUBPOL 302D,-,7854
Microeconomic Policy Tools,PUBPOL 303D,-,7911
Microeconomic Policy Tools,PUBPOL 303D,-,7912
Microeconomic Policy Tools,PUBPOL 303D,-,7913
Microeconomic Policy Tools,PUBPOL 303D,-,7915
Microeconomic Policy Tools,PUBPOL 303D,-,7916
Microeconomic Policy Tools,PUBPOL 303D,-,7917
Microeconomic Policy Tools,PUBPOL 303D,-,7918
Economics of the Public Sector,PUBPOL 304,-,7964
Economics of the Public Sector,PUBPOL 304,-,7965
The Arts in New York: A Thematic Approach,PUBPOL 312A,-,10697
Illiberal Nondemocracies: Focus on Eastern Europe and Asia,PUBPOL 317S,-,6382
Statecraft and Strategy,PUBPOL 320,-,8005
Apartheid South Africa and Struggles for Democracy,PUBPOL 327S,-,7380
Global Health Ethics: Policy Choice as Value Conflict,PUBPOL 330,-,5814
Journalism in the Age of Data,PUBPOL 343,-,5791
Family Rights/Human Rights,PUBPOL 346S,-,7006
Global Apple: Life and Death and the Digital Revolution,PUBPOL 358S,-,4181
Legal Issues for the Performing Arts,PUBPOL 363S,-,8891
Video Journalism,PUBPOL 365S,-,5770
Magazine Journalism,PUBPOL 366S,-,5774
News Writing and Reporting,PUBPOL 367S,-,5777
News as a Moral Battleground,PUBPOL 371,-,5779
Medicine and the Vision of Documentary Photography,PUBPOL 377S,-,6653
Politics of Sexuality,PUBPOL 383S,-,4957
Public Speaking: Policy Advocacy and Communication,PUBPOL 384,-,4612
Public Speaking: Policy Advocacy and Communication,PUBPOL 384,-,4613
Documenting Black Experiences,PUBPOL 387S,-,6668
Advanced Reporting,PUBPOL 397S,-,5793
South African Life Histories,PUBPOL 406S,-,7365
Policy Journalism and Media Studies Capstone Course,PUBPOL 410,-,5785
Historicizing Whiteness,PUBPOL 411S,-,7958
Geopolitics and Culture: Islamic States from the Ottomans to ISIS,PUBPOL 413S,-,6602
Servant Leadership in a Democracy,PUBPOL 415,-,9716
Global Inequality Research,PUBPOL 435,-,8011
Climate Change in the Marine Environment,PUBPOL 445A,-,9550
Honors Seminar,PUBPOL 496S,-,7860
Honors Seminar,PUBPOL 496S,-,7861
Honors Seminar,PUBPOL 496S,-,7862
Honors Seminar,PUBPOL 496S,-,7863
Honors Seminar,PUBPOL 496S,-,10513
First-Year Seminar,PUBPOL 89S,EDUCATION AS LIBERATION,6927
First-Year Seminar,PUBPOL 89S,PRIVACY U,7281
"Information, Society & Culture: Bass Connections Gateway",PUBPOL 110,-,7421
"Human Rights: Back to the Future, looking at roots and current reality of human rights",PUBPOL 115FS,-,4199
History of the Present,PUBPOL 123,-,7021
Introduction to Policy Analysis,PUBPOL 155D,-,7820
Introduction to Policy Analysis,PUBPOL 155D,-,7821
Introduction to Policy Analysis,PUBPOL 155D,-,7822
Introduction to Policy Analysis,PUBPOL 155D,-,7823
Introduction to Policy Analysis,PUBPOL 155D,-,7824
Introduction to Policy Analysis,PUBPOL 155D,-,7825
Introduction to Policy Analysis,PUBPOL 155D,-,7826
Introduction to Policy Analysis,PUBPOL 155D,-,7827
Introduction to Policy Analysis,PUBPOL 155D,-,7828
Introduction to Policy Analysis,PUBPOL 155D,-,7829
Introduction to Policy Analysis,PUBPOL 155D,-,7830
Intro to the History of Modern Warfare,PUBPOL 160,-,6996
Introduction to the United States Health Care System,PUBPOL 165,-,7909
"Introduction to Security, Peace and Conflict",PUBPOL 166D,-,6398
"Introduction to Security, Peace and Conflict",PUBPOL 166D,-,6399
"Introduction to Security, Peace and Conflict",PUBPOL 166D,-,6400
"Introduction to Security, Peace and Conflict",PUBPOL 166D,-,6401
"Introduction to Security, Peace and Conflict",PUBPOL 166D,-,6402
"Introduction to Security, Peace and Conflict",PUBPOL 166D,-,10749
The Documentary Experience: A Video Approach,PUBPOL 170S,-,6637
Human Rights and World Politics,PUBPOL 181FS,-,7287
Drugs and the Law,PUBPOL 185FS,-,4985
Ethical Implications of Genetic and Genomic Research,PUBPOL 186FS,-,4683
Globalization and Corporate Citizenship,PUBPOL 187FS,-,7295
Lessons from evidence based policy making in COVID,PUBPOL 188FS,-,8017
Focus Program Introductory Special Topics in Public Policy,PUBPOL 190FS,"9/11, ISLAM, & MOD MIDDLE EAST",7948
Focus Program Introductory Special Topics in Public Policy,PUBPOL 190FS,ENV JUSTICE & MOVEMENTS,7282
Patient and Research Participant Activism and Advocacy,PUBPOL 196FS,-,8123
"Risks, Rewards, Rules, and Tools: Science Law and Policy",PUBPOL 199FS,-,8127
Introduction to Engaged Citizenship and Social Change (Gateway Course),PUBPOL 203,-,7314
Development and Africa,PUBPOL 207,-,7320
Documentary and Policy: How Documentary Influences Policy,PUBPOL 228S,-,6672
Child Policy Research,PUBPOL 242S,-,4327
"Children, Schools, and Society",PUBPOL 243S,-,6929
"Law, Ethics & Responsibility",PUBPOL 250FS,-,4377
Amazon.com and the Cybereconomy,PUBPOL 252,-,4205
Social Innovation,PUBPOL 256,-,5459
Social Innovation,PUBPOL 256,-,5460
Shakespeare & Financial Markets: Why This Time is Never Different,PUBPOL 257S,-,6124
Women as Leaders,PUBPOL 259S,-,7855
The US Intelligence Enterprise,PUBPOL 269S,-,8009
"Lead the Way Durham: Civic Engagement, Social Innovation, and Community Leadership in the Bull City",PUBPOL 270S,-,9755
Overlooked Children: Topics of Equity and Access in Gifted Education,PUBPOL 272S,-,6951
Marine Policy,PUBPOL 281A,-,9537
"Denial, Faith, Reason: Sustainability and Survival",PUBPOL 284,-,7976
Comparative Urban Politics and Policymaking,PUBPOL 285S,-,6459
International Trade,PUBPOL 288,-,6016
Selected Public Policy Topics,PUBPOL 290,RELIGION & PUB-POLICY IN US,7858
Selected Public Policy Topics,PUBPOL 290,"ENVIRONMENT IN LIT, LAW, & SCI",8198
Selected Public Policy Topics,PUBPOL 290,DEVELOPMENTAL STATE S. AFRICA,10105
Selected Public Policy Topics,PUBPOL 290S,INNOVATING FOR SOCIAL IMPACT,7859
Selected Public Policy Topics,PUBPOL 290S,"RACE, DISABILITY, & ETHICS",8201
Selected Public Policy Topics,PUBPOL 290S,CLIMATE POLITICS IN THE US,9822
Selected Public Policy Topics,PUBPOL 290S,THE ART OF PROFILE WRITING,5768
Selected Public Policy Topics,PUBPOL 290S,THE MEDIA AND LGBTQ AMERICANS,5769
Selected Topics in Public Policy,PUBPOL 290S-1,PLAYS THAT CHANGE THE WORLD,8206
Political Analysis for Public Policy-Making,PUBPOL 301,-,7839
Political Analysis for Public Policy-Making,PUBPOL 301,-,7840
Political Analysis for Public Policy-Making,PUBPOL 301,-,7841
Political Analysis for Public Policy-Making,PUBPOL 301,-,7842
not found,NA,NA,7843
Political Analysis for Public Policy-Making,PUBPOL 301,-,7844
Political Analysis for Public Policy-Making,PUBPOL 301,-,7845
Political Analysis for Public Policy-Making,PUBPOL 301,-,7846
Policy Choice as Value Conflict,PUBPOL 302D,-,7847
Policy Choice as Value Conflict,PUBPOL 302D,-,7848
Policy Choice as Value Conflict,PUBPOL 302D,-,7849
Policy Choice as Value Conflict,PUBPOL 302D,-,7850
Policy Choice as Value Conflict,PUBPOL 302D,-,7851
Policy Choice as Value Conflict,PUBPOL 302D,-,7852
Policy Choice as Value Conflict,PUBPOL 302D,-,7853
Policy Choice as Value Conflict,PUBPOL 302D,-,7854
Microeconomic Policy Tools,PUBPOL 303D,-,7911
Microeconomic Policy Tools,PUBPOL 303D,-,7912
Microeconomic Policy Tools,PUBPOL 303D,-,7913
Microeconomic Policy Tools,PUBPOL 303D,-,7915
Microeconomic Policy Tools,PUBPOL 303D,-,7916
Microeconomic Policy Tools,PUBPOL 303D,-,7917
Microeconomic Policy Tools,PUBPOL 303D,-,7918
Economics of the Public Sector,PUBPOL 304,-,7964
Economics of the Public Sector,PUBPOL 304,-,7965
The Arts in New York: A Thematic Approach,PUBPOL 312A,-,10697
Illiberal Nondemocracies: Focus on Eastern Europe and Asia,PUBPOL 317S,-,6382
